"466/0263","AQUAMAN #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0264","FLASH #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0265","FLASH #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0266","GREEN ARROW #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0267","JUSTICE LEAGUE 3000 #4",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0268","WONDER WOMAN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0269","WONDER WOMAN #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0270","BATMAN SUPERMAN #9",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0271","BATMAN SUPERMAN #9 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0272","BATMAN SUPERMAN #9 COMBO PACK",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0273","WORLDS FINEST #21",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0274","EARTH 2 #21",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0275","EARTH 2 #21 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0276","SUPERMAN WONDER WOMAN #6",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0277","SUPERMAN WONDER WOMAN #6 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0278","SUPERMAN WONDER WOMAN #6 COMBO PACK",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0279","SUPERMAN UNCHAINED #8",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0280","SUPERMAN UNCHAINED #8 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0281","SUPERMAN UNCHAINED #8 VAR 1-50 ED",,19.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0282","SUPERMAN UNCHAINED #8 VAR 1-100 ED",,34.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0283","SUPERMAN UNCHAINED #8 COMBO PACK",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0284","ACTION COMICS #29",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0285","ACTION COMICS #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0286","SUPERMAN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0287","SUPERMAN #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0288","SUPERBOY #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0289","SUPERGIRL #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0290","BATMAN #29 (ZERO YEAR)",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0291","BATMAN #29 VAR 1-25 ED (ZERO YEAR)",,12.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0292","BATMAN #29 COMBO PACK (ZERO YEAR)",,3.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0293","DETECTIVE COMICS #29 (GOTHTOPIA)",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0294","DETECTIVE COMICS #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0295","DETECTIVE COMICS #29 COMBO PACK",,3.33,,,,,"DC UNIVERSE: THE NEW 52"
"466/0296","CATWOMAN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0297","BATGIRL #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0298","BATGIRL #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0299","BIRDS OF PREY #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0300","BATMAN THE DARK KNIGHT #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0301","BATMAN AND AQUAMAN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0302","BATMAN AND AQUAMAN #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0303","BATWOMAN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0304","BATWOMAN #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0305","BATWING #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0306","NIGHTWING #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0307","NIGHTWING #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0308","HARLEY QUINN #4",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0309","RED HOOD AND THE OUTLAWS #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0310","TALON #17",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0311","GREEN LANTERN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0312","GREEN LANTERN #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0313","GREEN LANTERN #29 COMBO PACK",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0314","GREEN LANTERN CORPS #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0315","GREEN LANTERN CORPS #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0316","RED LANTERNS #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0317","GREEN LANTERN NEW GUARDIANS #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0318","LARFLEEZE #9",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0319","ALL STAR WESTERN #29",,2.65,,,,,"DC UNIVERSE: THE NEW 52"
"466/0320","ANIMAL MAN #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0321","MOVEMENT #10",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0322","STORMWATCH #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0323","TEEN TITANS #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0324","TEEN TITANS #29 VAR 1-25 ED",,9.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0325","SWAMP THING #29",,1.99,,,,,"DC UNIVERSE: THE NEW 52"
"466/0326","BLACK CANARY AND ZATANNA BLOODSPELL HC ","our price",12.32,"reduced from","£16.99",,,"DC UNIVERSE: THE NEW 52"
"466/0327","ADVENTURES OF SUPERMAN #11",,2.65,,,,,"DC COMICS"
"466/0328","ADVENTURES OF SUPERMAN #11 VAR 1-10 ED",,3.99,,,,,"DC COMICS"
"466/0329","BATMAN BEYOND UNIVERSE #8",,2.65,,,,,"DC COMICS"
"466/0330","BATMAN 66 #9",,2.65,,,,,"DC COMICS"
"466/0331","HE MAN AND THE MASTERS OF THE UNIVERSE #12",,1.99,,,,,"DC COMICS"
"466/0332","LEGENDS DARK KNIGHT 100 PAGE SUPER SPEC #2 ",,6.25,,,,,"DC COMICS"
"466/0333","INJUSTICE YEAR TWO #3",,1.99,,,,,"DC COMICS"
"466/0334","SCRIBBLENAUTS UNMASKED CRISIS IMAGINATION #3",,1.99,,,,,"DC COMICS"
"466/0335","SMALLVILLE SEASON 11 ALIEN #4 (OF 4)",,2.65,,,,,"DC COMICS"
"466/0336","VAMPIRE DIARIES #3",,2.65,,,,,"DC COMICS"
"466/0337","AQUAMAN HC VOL 04 DEATH OF A KING (N52) ","our price",13.77,"reduced from","£18.99",,,"COLLECTED EDITIONS"
"466/0338","GREEN LANTERN TP VOL 03 THE END (N52) ","our price",10.87,"reduced from","£14.99",,,"COLLECTED EDITIONS"
"466/0339","JUSTICE LEAGUE VOL 03 THRONE OF ATLANTIS (N52) ","our price",9.42,"reduced from","£12.99",,,"COLLECTED EDITIONS"
"466/0340","JOKER DEATH OF THE FAMILY TP (N52) ","our price",13.77,"reduced from","£18.99",,,"COLLECTED EDITIONS"
"466/0341","SUICIDE SQUAD VOL 04 DISCIPLINE AND PUNISH (N52) ","our price",7.97,"reduced from","£10.99",,,"COLLECTED EDITIONS"
"466/0342","BATMAN HC VOL 04 ZERO YEAR SECRET CITY (N52) ","our price",13.77,"reduced from","£18.99",,,"COLLECTED EDITIONS"
"466/0343","JSA OMNIBUS HC VOL 01 ","our price",68.88,"reduced from","£95.00",,,"COLLECTED EDITIONS"
"466/0344","EARTH 2 TP VOL 02 THE TOWER OF FATE (N52) ","our price",9.42,"reduced from","£12.99",,,"COLLECTED EDITIONS"
"466/0345","GREEN TEAM TEEN TRILLIONAIRES TP VOL 01 (N52) ","our price",9.42,"reduced from","£12.99",,,"COLLECTED EDITIONS"
"466/0346","ADVENTURES OF SUPERMAN TP VOL 01 ","our price",7.97,"reduced from","£10.99",,,"COLLECTED EDITIONS"
"466/0347","ARROW TP VOL 02 ","our price",9.42,"reduced from","£12.99",,,"COLLECTED EDITIONS"
"466/0348","ABSOLUTE BATMAN & ROBIN THE BOY WONDER HC ","our price",54.38,"reduced from","£75.00",,,"COLLECTED EDITIONS"
"466/0349","BATMAN BEYOND BATGIRL BEYOND TP ","our price",7.97,"reduced from","£10.99",,,"COLLECTED EDITIONS"
"466/0350","DC UNIVERSE VS MASTERS OF THE UNIVERSE TP ","our price",7.97,"reduced from","£10.99",,,"COLLECTED EDITIONS"
"466/0351","DEADMAN TP VOL 05 ","our price",9.42,"reduced from","£12.99",,,"COLLECTED EDITIONS"
"466/0352","FINAL CRISIS TP NEW EDITION ","our price",10.87,"reduced from","£14.99",,,"COLLECTED EDITIONS"
"466/0353","SUPERMAN RED SON TP NEW EDITION ","our price",7.97,"reduced from","£10.99",,,"COLLECTED EDITIONS"
"466/0354","SUPERMAN BATMAN TP VOL 01 ","our price",10.87,"reduced from","£14.99",,,"COLLECTED EDITIONS"
"466/0355","BATGIRL HC VOL 04 WANTED (N52) ","our price",13.77,"reduced from","£18.99",,,"COLLECTED EDITIONS"
"466/0356","TALES OF THE BATMAN CARMINE INFANTINO HC ","our price",27.54,"reduced from","£37.99",,,"COLLECTED EDITIONS"
"466/0357","BATMAN MAD LOVE AND OTHER STORIES TP  ",,10.99,,,,,"COLLECTED EDITIONS"
"466/0358","HAWKMAN BY GEOFF JOHNS OMNIBUS HC VOL 01  ",,42.50,,,,,"COLLECTED EDITIONS"
"466/0359","BATMAN DARK KNIGHT RETURNS TP  ",,12.50,,,,,"COLLECTED EDITIONS"
"466/0360","FINAL CRISIS ROGUES REVENGE TP  ",,8.99,,,,,"COLLECTED EDITIONS"
"466/0361","TALES OF THE BATMAN GENE COLAN HC VOL 01  ",,22.50,,,,,"COLLECTED EDITIONS"
"466/0362","BEWARE THE BATMAN #6",,1.99,,,,,"DC KIDS"
"466/0363","BATMAN LIL GOTHAM #12",,1.99,,,,,"DC KIDS"
"466/0364","SCOOBY DOO WHERE ARE YOU #43",,1.99,,,,,"DC KIDS"
"466/0365","SCOOBY DOO TEAM UP #3",,1.99,,,,,"DC KIDS"
"466/0366","AMERICAN VAMPIRE SECOND CYCLE #1 ",,2.65,,,,,"VERTIGO"
"466/0367","AMERICAN VAMPIRE SECOND CYCLE #1 VAR 1-50 ED ",,19.99,,,,,"VERTIGO"
"466/0368","GIRL WHO PLAYED WITH FIRE HC  ","our price",16.31,"reduced from","£22.50",,,"VERTIGO"
"466/0369","GIRL WITH THE DRAGON TATTOO TP  ","our price",13.77,"reduced from","£18.99",,,"VERTIGO"
"466/0370","COFFIN HILL #6 ",,1.99,,,,,"VERTIGO"
"466/0371","100 BULLETS BROTHER LONO TP  ","our price",9.42,"reduced from","£12.99",,,"VERTIGO"
"466/0372","BOOKS OF MAGIC TP NEW ED  ","our price",9.42,"reduced from","£12.99",,,"VERTIGO"
"466/0373","DEAD BOY DETECTIVES #4",,1.99,,,,,"VERTIGO"
"466/0374","ASTRO CITY SHINING STARS TP (RES) ","our price",9.42,"reduced from","£12.99",,,"VERTIGO"
"466/0375","ASTRO CITY #10",,2.65,,,,,"VERTIGO"
"466/0376","SANDMAN OVERTURE #2 SPECIAL EDITION (RES) ",,3.99,,,,,"VERTIGO"
"466/0377","FABLES #139 ",,1.99,,,,,"VERTIGO"
"466/0378","FAIREST #24 ",,1.99,,,,,"VERTIGO"
"466/0379","HINTERKIND TP VOL 01  ","our price",5.44,"reduced from","£7.50",,,"VERTIGO"
"466/0380","HINTERKIND #6 ",,1.99,,,,,"VERTIGO"
"466/0381","FBP FEDERAL BUREAU OF PHYSICS #8 ",,1.99,,,,,"VERTIGO"
"466/0382","FLEX MENTALLO MAN OF MUSCLE MYSTERY TP  ","our price",7.97,"reduced from","£10.99",,,"VERTIGO"
"466/0383","JONAH HEX SHADOWS WEST TP  ","our price",13.77,"reduced from","£18.99",,,"VERTIGO"
"466/0384","ROYALS MASTERS OF WAR #2 (OF 6) ",,1.99,,,,,"VERTIGO"
"466/0385","TRILLIUM #7 (OF 8) (RES) ",,1.99,,,,,"VERTIGO"
"466/0386","UNWRITTEN VOL 2 APOCALYPSE #3 ",,2.65,,,,,"VERTIGO"
"466/0387","WAKE #7 (OF 10) ",,1.99,,,,,"VERTIGO"
"466/0388","100 BULLETS HC VOL 01   ",,28.99,,,,,"VERTIGO"
"466/0389","DOOM PATROL VOL 01 CRAWLING FROM WRECKAGE   ",,12.50,,,,,"VERTIGO"
"466/0390","NEIL GAIMANS MIDNIGHT DAYS DLX ED HC  ",,15.25,,,,,"VERTIGO"
"466/0391","JONAH HEX NO WAY BACK TP  ",,8.99,,,,,"VERTIGO"
"466/0392","ARROW TP VOL 01  ",,10.75,,,,,"VERTIGO"
"466/0393","DC COMICS THE NEW 52 EARTH 2 FLASH AF ",,17.91,,,1,,"DC COLLECTIBLES"
"466/0394","DC COMICS THE NEW 52 EARTH 2 BATMAN AF ",,17.91,,,1,,"DC COLLECTIBLES"
"466/0395","DC COMICS THE NEW 52 EARTH 2 GREEN LANTERN AF ",,17.91,,,1,,"DC COLLECTIBLES"
"466/0396","DC COMICS NEW 52 EARTH 2 WONDER WOMAN AF ",,17.91,,,1,,"DC COLLECTIBLES"
"466/0397","DC COMICS CVR GIRLS POISON IVY STATUE ",,76.78,,,1,,"DC COLLECTIBLES"
"466/0398","SUPERMAN MAN STEEL STATUE BY ED MCGUINNES ",,61.41,,,1,,"DC COLLECTIBLES"
"466/0399","FLASH VS GORILLA GRODD PATINA MINI STATUE ",,95.56,,,1,,"DC COLLECTIBLES"
"466/0400","BATMAN ARKHAM CITY RABBIT HOLE BATMAN AF ",,17.91,,,1,,"DC COLLECTIBLES"
"466/0401","WHITE LANTERN 1:1 SCALE POWER BATTERY PROP ",,153.56,,,1,,"DC COLLECTIBLES"
"466/0402","DC NATION DEADMAN & CROW PLUSH FIG 2 PACK ",,30.71,,,1,,"DC COLLECTIBLES"
"466/0403","DC SUPER VILLAINS ARMORED LEX LUTHOR DLX AF",,35.82,,,1,,"DC COLLECTIBLES"
"466/0404","GI JOE A REAL AMERICAN HERO #200",,3.99,,,,,"IDW PUBLISHING"
"466/0405","GI JOE A REAL AMERICAN HERO #200 SUB VAR",,3.99,,,,,"IDW PUBLISHING"
"466/0406","GI JOE A REAL AMERICAN HERO #200 1-10 VARIANT",,6.99,,,,,"IDW PUBLISHING"
"466/0408","GI JOE A REAL AMERICAN HERO 1982 #1 100 PENNY ",,0.72,,,,,"IDW PUBLISHING"
"466/0409","TRANSFORMERS REGENERATION ONE #100",,3.99,,,,,"IDW PUBLISHING"
"466/0410","TRANSFORMERS REGENERATION ONE #100 SUB VAR",,3.99,,,,,"IDW PUBLISHING"
"466/0411","TRANSFORMERS REGENERATION ONE #100 1-10 VAR",,6.99,,,,,"IDW PUBLISHING"
"466/0412","TRANSFORMERS REGENERATION ONE #100 1-25 VAR",,14.99,,,,,"IDW PUBLISHING"
"466/0413","TRANSFORMERS 1984 #1 100 PENNY PRESS ED",,0.72,,,,,"IDW PUBLISHING"
"466/0414","TRANS MORE THAN MEETS EYE #27 DARK CYBER PT 10",,2.65,,,,,"IDW PUBLISHING"
"466/0415","TRANSFORMERS MORE THAN MEETS EYE #27 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0416","TRANSFORMERS MORE THAN MEETS EYE #27 VAR 1-10",,5.99,,,,,"IDW PUBLISHING"
"466/0417","TRANS ROBOTS IN DISGUISE #27 DARK CYBER PT 11",,2.65,,,,,"IDW PUBLISHING"
"466/0418","TRANSFORMERS ROBOTS IN DISGUISE #27 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0419","TRANSFORMERS ROBOTS IN DISGUISE #27 VAR 1-10",,5.99,,,,,"IDW PUBLISHING"
"466/0420","TRANSFORMERS DARK CYBERTRON FINALE #1 PT 12",,2.65,,,,,"IDW PUBLISHING"
"466/0421","TRANS DARK CYBERTRON FINALE #1 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0422","TRANS DARK CYBERTRON FINALE #1 VARIANT 1-10",,5.99,,,,,"IDW PUBLISHING"
"466/0423","TRANSFORMERS PRIME BEAST HUNTERS TP VOL 02 ","our price",9.79,"reduced from","£13.50",,,"IDW PUBLISHING"
"466/0424","TRANSFORMERS PRIME BEAST HUNTERS TP VOL 01  ",,10.99,,,,,"IDW PUBLISHING"
"466/0425","GI JOE COBRA FILES TP VOL 02 ","our price",10.87,"reduced from","£14.99",,,"IDW PUBLISHING"
"466/0426","GI JOE COBRA FILES TP VOL 01  ",,10.99,,,,,"IDW PUBLISHING"
"466/0427","GI JOE #14",,2.65,,,,,"IDW PUBLISHING"
"466/0428","GI JOE #14 VARIANT 1-10",,5.99,,,,,"IDW PUBLISHING"
"466/0429","GI JOE SPECIAL MISSIONS #13",,2.65,,,,,"IDW PUBLISHING"
"466/0431","CHARLES SCHULZ PEANUTS ARTIST ED HC ","our price",79.99,"reduced from",,,,"IDW PUBLISHING"
"466/0432","MAXX MAXXIMIZED #5",,2.65,,,,,"IDW PUBLISHING"
"466/0433","MAXX MAXXIMIZED #5 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0434","TRIPLE HELIX TP ","our price",9.79,"reduced from","£13.50",,,"IDW PUBLISHING"
"466/0435","DANGER GIRL THE CHASE TP ","our price",9.79,"reduced from","£13.50",,,"IDW PUBLISHING"
"466/0436","STAR SLAMMERS REMASTERED #1",,2.65,,,,,"IDW PUBLISHING"
"466/0437","STAR SLAMMERS REMASTERED #1 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0438","X-FILES CONSPIRACY CROW #1",,2.65,,,,,"IDW PUBLISHING"
"466/0439","X-FILES CONSPIRACY CROW #1 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0440","X-FILES CONSPIRACY CROW #1 VARIANT 1-25",,12.99,,,,,"IDW PUBLISHING"
"466/0441","X-FILES SEASON 10 #10",,2.65,,,,,"IDW PUBLISHING"
"466/0442","X-FILES SEASON 10 #10 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0443","X-FILES SEASON 10 #10 VARIANT 1-10 CVR",,5.99,,,,,"IDW PUBLISHING"
"466/0444","X-FILES CONSPIRACY #2 (OF 2)",,2.65,,,,,"IDW PUBLISHING"
"466/0445","X-FILES CONSPIRACY #2 (OF 2) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0446","X-FILES CONSPIRACY #2 (OF 2) VARIANT 1-25",,12.99,,,,,"IDW PUBLISHING"
"466/0447","GHOSTBUSTERS #14",,2.65,,,,,"IDW PUBLISHING"
"466/0448","GHOSTBUSTERS #14 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0449","GHOSTBUSTERS TOTAL CONTAINMENT HC ","our price",27.54,"reduced from","£37.99",,,"IDW PUBLISHING"
"466/0450","MY LITTLE PONY FRIENDSHIP IS MAGIC #17",,2.65,,,,,"IDW PUBLISHING"
"466/0451","MY LITTLE PONY FRIENDSHIP IS MAGIC #17 VARIANT 1-10",,5.99,,,,,"IDW PUBLISHING"
"466/0452","MY LITTLE PONY FRIENDS FOREVER #3",,2.65,,,,,"IDW PUBLISHING"
"466/0453","MY LITTLE PONY FRIENDS FOREVER #3 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0454","MY LITTLE PONY FRIENDS FOREVER #3 VARIANT 1-10",,5.99,,,,,"IDW PUBLISHING"
"466/0455","SAMURAI JACK #6 ",,2.65,,,,,"IDW PUBLISHING"
"466/0456","SAMURAI JACK #6 SUB VAR ",,2.65,,,,,"IDW PUBLISHING"
"466/0457","POWERPUFF GIRLS #7 ",,2.65,,,,,"IDW PUBLISHING"
"466/0458","POWERPUFF GIRLS #7 SUB VAR ",,2.65,,,,,"IDW PUBLISHING"
"466/0459","POWERPUFF GIRLS CLASSICS TP VOL 03  ","our price",10.87,"reduced from","£14.99",,,"IDW PUBLISHING"
"466/0460","ROCKY & BULLWINKLE #1 (OF 4)",,2.65,,,,,"IDW PUBLISHING"
"466/0461","ROCKY & BULLWINKLE #1 (OF 4) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0462","ROCKY & BULLWINKLE CLASSICS VOL 01 STAR BILLING ","our price",9.79,"reduced from","£13.50",,,"IDW PUBLISHING"
"466/0463","TMNT NEW ANIMATED ADVENTURES #9",,2.65,,,,,"IDW PUBLISHING"
"466/0464","TMNT NEW ANIMATED ADVENTURES #9 VARIANT 1-10",,5.99,,,,,"IDW PUBLISHING"
"466/0465","TMNT COLOR CLASSICS SERIES 2 #5 ",,2.65,,,,,"IDW PUBLISHING"
"466/0466","TMNT VILLAIN MICROSERIES TP VOL 02 ","our price",9.79,"reduced from","£13.50",,,"IDW PUBLISHING"
"466/0467","TMNT ONGOING #32 ",,2.65,,,,,"IDW PUBLISHING"
"466/0468","TMNT ONGOING #32 VARIANT 1-10 CVR",,5.99,,,,,"IDW PUBLISHING"
"466/0469","TMNT UTROM EMPIRE #3 (OF 3) ",,2.65,,,,,"IDW PUBLISHING"
"466/0470","TMNT UTROM EMPIRE #3 (OF 3) SUB VAR ",,2.65,,,,,"IDW PUBLISHING"
"466/0471","STAR TREK ONGOING #31",,2.65,,,,,"IDW PUBLISHING"
"466/0472","STAR TREK ONGOING #31 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0473","STAR TREK GOLD KEY ARCHIVES HC VOL 01 ","our price",16.31,"reduced from","£22.50",,,"IDW PUBLISHING"
"466/0474","STAR TREK ONGOING TP VOL 07 ","our price",9.79,"reduced from","£13.50",,,"IDW PUBLISHING"
"466/0475","GODZILLA RULERS OF THE EARTH #10",,2.65,,,,,"IDW PUBLISHING"
"466/0477","THUNDER AGENTS #7",,2.65,,,,,"IDW PUBLISHING"
"466/0478","THUNDER AGENTS #7 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0479","THE CROW PESTILENCE #1",,2.65,,,,,"IDW PUBLISHING"
"466/0480","THE CROW PESTILENCE #1 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0481","WRAITH WELCOME TO CHRISTMASLAND #5 (OF 7)",,2.65,,,,,"IDW PUBLISHING"
"466/0482","WRAITH WELCOME CHRISTMASLAND #5 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0483","MONSTER & MADMAN #1 (OF 3)",,2.65,,,,,"IDW PUBLISHING"
"466/0484","MONSTER & MADMAN #1 (OF 3) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0485","ROGUE TROOPER #2",,2.65,,,,,"IDW PUBLISHING"
"466/0486","ROGUE TROOPER #2 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0487","SINISTER DEXTER #4 (OF 7)",,2.65,,,,,"IDW PUBLISHING"
"466/0488","SINISTER DEXTER #4 (OF 7) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0489","JUDGE DREDD BIG DROKKIN TREASURY ED ","our price",5.44,"reduced from","£7.50",,,"IDW PUBLISHING"
"466/0490","JUDGE DREDD #17",,2.65,,,,,"IDW PUBLISHING"
"466/0491","JUDGE DREDD #17 SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0492","JUDGE DREDD MEGA CITY TWO #3 (OF 5)",,2.65,,,,,"IDW PUBLISHING"
"466/0493","JUDGE DREDD MEGA CITY TWO #3 (OF 5) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0494","SUPERMAN SILVER AGE NEWSPAPER DAILIES VOL 02 ","our price",27.54,"reduced from","£37.99",,,"IDW PUBLISHING"
"466/0495","SUPERMAN SILVER AGE NEWSPAPER DAILIES VOL 01 ",,28.99,,,,,"IDW PUBLISHING"
"466/0496","ROCKETEER SPIRIT PULP FRICTION HC ","our price",11.96,"reduced from","£16.50",,,"IDW PUBLISHING"
"466/0497","THE ILLEGITIMATES #4 (OF 6)",,2.65,,,,,"IDW PUBLISHING"
"466/0498","THE ILLEGITIMATES #4 (OF 6) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0499","DEADWORLD RESTORATION #4 (OF 4)",,2.65,,,,,"IDW PUBLISHING"
"466/0500","DEADWORLD RESTORATION #4 (OF 4) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0501","GATE WAY #3 (OF 4) (FORMERLY PURGATORY)",,2.65,,,,,"IDW PUBLISHING"
"466/0502","ALICE IN COMICLAND HC ","our price",16.31,"reduced from","£22.50",,,"IDW PUBLISHING"
"466/0503","POPEYE CLASSICS ONGOING #20",,2.65,,,,,"IDW PUBLISHING"
"466/0504","LEGENDS OF OZ TP DOROTHYS RETURN ","our price",7.24,"reduced from","£9.99",,,"IDW PUBLISHING"
"466/0505","LITTLE ADVENTURES IN OZ 01  ",,6.25,,,,,"IDW PUBLISHING"
"466/0506","LITTLE ADVENTURES IN OZ 02  ",,6.25,,,,,"IDW PUBLISHING"
"466/0507","GABRIEL RODRIGUEZ LOCKE & KEY ARTISTS ED PORT","our price",12.32,"reduced from","£16.99",,,"IDW PUBLISHING"
"466/0508","DEVICE TP VOL 03 TRAVELING DEVICE ","our price",10.87,"reduced from","£14.99",,,"IDW PUBLISHING"
"466/0509","ARTFUL DAGGERS FIFTY YEARS LATER HC ","our price",10.87,"reduced from","£14.99",,,"IDW PUBLISHING"
"466/0510","EDISON REX TP VOL 02 HEIR APPARENT ","our price",10.87,"reduced from","£14.99",,,"IDW PUBLISHING"
"466/0511","EDISON REX TP VOL 01  ",,12.50,,,,,"IDW PUBLISHING"
"466/0512","INDESTRUCTIBLE #4 (OF 4)",,2.65,,,,,"IDW PUBLISHING"
"466/0513","INDESTRUCTIBLE #4 (OF 4) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0514","CITY THE MIND IN THE MACHINE #2 (OF 4)",,2.65,,,,,"IDW PUBLISHING"
"466/0515","CITY THE MIND IN THE MACHINE #2 (OF 4) SUB VAR",,2.65,,,,,"IDW PUBLISHING"
"466/0516","DREAMER TP VOL 03 ","our price",10.87,"reduced from","£14.99",,,"IDW PUBLISHING"
"466/0517","DREAMER TP VOL 01  ",,12.50,,,,,"IDW PUBLISHING"
"466/0518","DREAMER TP VOL 02  ",,12.50,,,,,"IDW PUBLISHING"
"466/0519","JINNRISE TP VOL 02 ","our price",10.87,"reduced from","£14.99",,,"IDW PUBLISHING"
"466/0520","JINNRISE TP VOL 01  ",,12.50,,,,,"IDW PUBLISHING"
"466/0521","MEAN STREETS CRIME ANTHOLOGY GN ","our price",16.31,"reduced from","£22.50",,,"IDW PUBLISHING"
